factory_no,machine_no,part_no,serial_no,timestamp
5,9,i42CLDR,i42CLDR0156661607573071,1607573071.7743008
5,10,j42CLDR,j42CLDR0156661607568415,1607568415.324638
1,1,a42CLDR,a42CLDR0116661607655117,1607655117.55355
1,2,b42CLDR,b42CLDR0116661607652162,1607652162.2822013
1,3,c42CLDR,c42CLDR0116661607629655,1607629655.1314723
1,4,d42CLDR,d42CLDR0116661607604883,1607604883.468496
1,5,e42CLDR,e42CLDR0116661607642690,1607642690.8140247
1,6,f42CLDR,f42CLDR0116661607600775,1607600775.197269
1,7,g42CLDR,g42CLDR0116661607584253,1607584253.2415113
1,8,h42CLDR,h42CLDR0116661607650889,1607650889.7041845
1,9,i42CLDR,i42CLDR0116661607634079,1607634079.2614539
1,10,j42CLDR,j42CLDR0116661607663263,1607663263.3493962
2,1,a42CLDR,a42CLDR0126661607612708,1607612708.881394
2,1,a42CLDR,a42CLDR0126661607610828,1607610828.1766756
2,2,b42CLDR,b42CLDR0126661607604589,1607604589.6976418
2,2,b42CLDR,b42CLDR0126661607656146,1607656146.6984396
2,3,c42CLDR,c42CLDR0126661607655539,1607655539.961855
2,3,c42CLDR,c42CLDR0126661607612666,1607612666.151071
2,4,d42CLDR,d42CLDR0126661607602037,1607602037.4264627
2,4,d42CLDR,d42CLDR0126661607593906,1607593906.3744214
2,5,e42CLDR,e42CLDR0126661607652059,1607652059.0197306
2,5,e42CLDR,e42CLDR0126661607594605,1607594605.7648504
2,6,f42CLDR,f42CLDR0126661607607511,1607607511.5835693
2,6,f42CLDR,f42CLDR0126661607594241,1607594241.9594655
2,7,g42CLDR,g42CLDR0126661607664359,1607664359.6755364
2,7,g42CLDR,g42CLDR0126661607635835,1607635835.78622
2,8,h42CLDR,h42CLDR0126661607651860,1607651860.8738203
2,8,h42CLDR,h42CLDR0126661607625470,1607625470.826206
2,9,i42CLDR,i42CLDR0126661607641471,1607641471.9886692
2,9,i42CLDR,i42CLDR0126661607621467,1607621467.928423
2,10,j42CLDR,j42CLDR0126661607589064,1607589064.4609625
2,10,j42CLDR,j42CLDR0126661607598148,1607598148.647998
3,1,a42CLDR,a42CLDR0136661607617535,1607617535.7026813
3,2,b42CLDR,b42CLDR0136661607646173,1607646173.6557448
3,3,c42CLDR,c42CLDR0136661607626865,1607626865.2623794
3,4,d42CLDR,d42CLDR0136661607618488,1607618488.2327585
3,5,e42CLDR,e42CLDR0136661607655297,1607655297.2343857
3,6,f42CLDR,f42CLDR0136661607594108,1607594108.6091561
3,7,g42CLDR,g42CLDR0136661607663226,1607663226.0746782
3,8,h42CLDR,h42CLDR0136661607665141,1607665141.4649117
3,9,i42CLDR,i42CLDR0136661607638045,1607638045.6066802
3,10,j42CLDR,j42CLDR0136661607627416,1607627416.119791
4,1,a42CLDR,a42CLDR0146661607651883,1607651883.5308325
4,1,a42CLDR,a42CLDR0146661607635939,1607635939.9702454
4,1,a42CLDR,a42CLDR0146661607643533,1607643533.6133375
4,1,a42CLDR,a42CLDR0146661607641118,1607641118.438339
4,1,a42CLDR,a42CLDR0146661607663429,1607663429.173328
4,2,b42CLDR,b42CLDR0146661607661109,1607661109.00447
4,2,b42CLDR,b42CLDR0146661607618296,1607618296.5978246
4,2,b42CLDR,b42CLDR0146661607653098,1607653098.0150366
4,2,b42CLDR,b42CLDR0146661607666154,1607666154.1938019
4,2,b42CLDR,b42CLDR0146661607644305,1607644305.1961393
4,3,c42CLDR,c42CLDR0146661607612152,1607612152.0147235
4,3,c42CLDR,c42CLDR0146661607653187,1607653187.9692483
4,3,c42CLDR,c42CLDR0146661607585008,1607585008.5298033
4,3,c42CLDR,c42CLDR0146661607593273,1607593273.3010166
4,3,c42CLDR,c42CLDR0146661607616793,1607616793.5274365
4,4,d42CLDR,d42CLDR0146661607591820,1607591820.3846648
4,4,d42CLDR,d42CLDR0146661607594596,1607594596.5237708
4,4,d42CLDR,d42CLDR0146661607654139,1607654139.3046951
4,4,d42CLDR,d42CLDR0146661607652103,1607652103.5705414
4,4,d42CLDR,d42CLDR0146661607625702,1607625702.245115
4,5,e42CLDR,e42CLDR0146661607588037,1607588037.2534482
4,5,e42CLDR,e42CLDR0146661607609251,1607609251.2361786
4,5,e42CLDR,e42CLDR0146661607595336,1607595336.7717018
4,5,e42CLDR,e42CLDR0146661607592057,1607592057.3951943
4,5,e42CLDR,e42CLDR0146661607661884,1607661884.657709
4,6,f42CLDR,f42CLDR0146661607646983,1607646983.7415385
4,6,f42CLDR,f42CLDR0146661607652147,1607652147.7215514
4,6,f42CLDR,f42CLDR0146661607646637,1607646637.676036
4,6,f42CLDR,f42CLDR0146661607618642,1607618642.8632176
4,6,f42CLDR,f42CLDR0146661607603150,1607603150.303012
4,7,g42CLDR,g42CLDR0146661607583101,1607583101.5687156
4,7,g42CLDR,g42CLDR0146661607661708,1607661708.1862578
4,7,g42CLDR,g42CLDR0146661607663984,1607663984.5867102
4,7,g42CLDR,g42CLDR0146661607603147,1607603147.3390856
4,7,g42CLDR,g42CLDR0146661607587198,1607587198.120743
4,8,h42CLDR,h42CLDR0146661607582463,1607582463.141408
4,8,h42CLDR,h42CLDR0146661607658299,1607658299.4180422
4,8,h42CLDR,h42CLDR0146661607583778,1607583778.8565764
4,8,h42CLDR,h42CLDR0146661607615123,1607615123.2961829
4,8,h42CLDR,h42CLDR0146661607618866,1607618866.3989522
4,9,i42CLDR,i42CLDR0146661607591460,1607591460.5636842
4,9,i42CLDR,i42CLDR0146661607641605,1607641605.8509705
4,9,i42CLDR,i42CLDR0146661607633916,1607633916.9851866
4,9,i42CLDR,i42CLDR0146661607618661,1607618661.0435627
4,9,i42CLDR,i42CLDR0146661607657338,1607657338.79187
4,10,j42CLDR,j42CLDR0146661607635304,1607635304.8895662
4,10,j42CLDR,j42CLDR0146661607616333,1607616333.0046341
4,10,j42CLDR,j42CLDR0146661607633219,1607633219.4175506
4,10,j42CLDR,j42CLDR0146661607658184,1607658184.6268861
4,10,j42CLDR,j42CLDR0146661607588422,1607588422.2540038
5,1,a42CLDR,a42CLDR0156661607637546,1607637546.7122197
5,2,b42CLDR,b42CLDR0156661607606159,1607606159.6268427
5,3,c42CLDR,c42CLDR0156661607583486,1607583486.9572747
5,4,d42CLDR,d42CLDR0156661607663663,1607663663.559698
5,5,e42CLDR,e42CLDR0156661607590114,1607590114.9744642
5,6,f42CLDR,f42CLDR0156661607655148,1607655148.929393
5,7,g42CLDR,g42CLDR0156661607631454,1607631454.447065
5,8,h42CLDR,h42CLDR0156661607635718,1607635718.7771475
5,9,i42CLDR,i42CLDR0156661607648904,1607648904.426149
5,10,j42CLDR,j42CLDR0156661607627527,1607627527.1279817
1,1,a42CLDR,a42CLDR0116661607710181,1607710181.65156
1,2,b42CLDR,b42CLDR0116661607706117,1607706117.2500758
1,3,c42CLDR,c42CLDR0116661607691361,1607691361.0774567
1,4,d42CLDR,d42CLDR0116661607747263,1607747263.2904496
1,5,e42CLDR,e42CLDR0116661607740823,1607740823.6621966
1,6,f42CLDR,f42CLDR0116661607686199,1607686199.279059
1,7,g42CLDR,g42CLDR0116661607732336,1607732336.506797
1,8,h42CLDR,h42CLDR0116661607704393,1607704393.412493
1,9,i42CLDR,i42CLDR0116661607691286,1607691286.3261044
1,10,j42CLDR,j42CLDR0116661607724330,1607724330.8152623
2,1,a42CLDR,a42CLDR0126661607731285,1607731285.7624362
2,1,a42CLDR,a42CLDR0126661607751965,1607751965.7920573
2,2,b42CLDR,b42CLDR0126661607725868,1607725868.199773
2,2,b42CLDR,b42CLDR0126661607685359,1607685359.173223
2,3,c42CLDR,c42CLDR0126661607669296,1607669296.16638
2,3,c42CLDR,c42CLDR0126661607670028,1607670028.054291
2,4,d42CLDR,d42CLDR0126661607674579,1607674579.9628491
2,4,d42CLDR,d42CLDR0126661607682449,1607682449.5156424
2,5,e42CLDR,e42CLDR0126661607751162,1607751162.6047473
2,5,e42CLDR,e42CLDR0126661607687033,1607687033.4875357
2,6,f42CLDR,f42CLDR0126661607701968,1607701968.9941308
2,6,f42CLDR,f42CLDR0126661607743342,1607743342.4846687
2,7,g42CLDR,g42CLDR0126661607690754,1607690754.4107308
2,7,g42CLDR,g42CLDR0126661607671859,1607671859.1349518
2,8,h42CLDR,h42CLDR0126661607669638,1607669638.4497156
2,8,h42CLDR,h42CLDR0126661607722427,1607722427.5869262
2,9,i42CLDR,i42CLDR0126661607698769,1607698769.9616704
2,9,i42CLDR,i42CLDR0126661607722809,1607722809.6305313
2,10,j42CLDR,j42CLDR0126661607742483,1607742483.2616012
2,10,j42CLDR,j42CLDR0126661607710301,1607710301.2583508
3,1,a42CLDR,a42CLDR0136661607715337,1607715337.4046333
3,2,b42CLDR,b42CLDR0136661607703188,1607703188.1488705
3,3,c42CLDR,c42CLDR0136661607711392,1607711392.427968
3,4,d42CLDR,d42CLDR0136661607736891,1607736891.277977
3,5,e42CLDR,e42CLDR0136661607681024,1607681024.2314224
3,6,f42CLDR,f42CLDR0136661607699991,1607699991.4056892
3,7,g42CLDR,g42CLDR0136661607713119,1607713119.1862776
3,8,h42CLDR,h42CLDR0136661607700927,1607700927.74826
3,9,i42CLDR,i42CLDR0136661607696523,1607696523.9153154
3,10,j42CLDR,j42CLDR0136661607733767,1607733767.9577637
4,1,a42CLDR,a42CLDR0146661607721390,1607721390.921171
4,1,a42CLDR,a42CLDR0146661607697108,1607697108.1382046
4,1,a42CLDR,a42CLDR0146661607736461,1607736461.2473457
4,1,a42CLDR,a42CLDR0146661607721066,1607721066.9855206
4,1,a42CLDR,a42CLDR0146661607725981,1607725981.3616538
4,2,b42CLDR,b42CLDR0146661607722019,1607722019.4272623
4,2,b42CLDR,b42CLDR0146661607678104,1607678104.9058452
4,2,b42CLDR,b42CLDR0146661607692712,1607692712.6522162
4,2,b42CLDR,b42CLDR0146661607726678,1607726678.0273018
4,2,b42CLDR,b42CLDR0146661607708104,1607708104.194588
4,3,c42CLDR,c42CLDR0146661607700769,1607700769.1708152
4,3,c42CLDR,c42CLDR0146661607668266,1607668266.4210117
4,3,c42CLDR,c42CLDR0146661607674622,1607674622.1447828
4,3,c42CLDR,c42CLDR0146661607697030,1607697030.037378
4,3,c42CLDR,c42CLDR0146661607744894,1607744894.1519403
4,4,d42CLDR,d42CLDR0146661607677728,1607677728.6153777
4,4,d42CLDR,d42CLDR0146661607743593,1607743593.7009037
4,4,d42CLDR,d42CLDR0146661607687007,1607687007.6597002
4,4,d42CLDR,d42CLDR0146661607751976,1607751976.716634
4,4,d42CLDR,d42CLDR0146661607667262,1607667262.3904333
4,5,e42CLDR,e42CLDR0146661607718858,1607718858.2400115
4,5,e42CLDR,e42CLDR0146661607748012,1607748012.21971
4,5,e42CLDR,e42CLDR0146661607696306,1607696306.1939068
4,5,e42CLDR,e42CLDR0146661607713142,1607713142.2646132
4,5,e42CLDR,e42CLDR0146661607682094,1607682094.705923
4,6,f42CLDR,f42CLDR0146661607739311,1607739311.418684
4,6,f42CLDR,f42CLDR0146661607708804,1607708804.770496
4,6,f42CLDR,f42CLDR0146661607719803,1607719803.587546
4,6,f42CLDR,f42CLDR0146661607713458,1607713458.9027371
4,6,f42CLDR,f42CLDR0146661607737597,1607737597.975326
4,7,g42CLDR,g42CLDR0146661607683112,1607683112.841686
4,7,g42CLDR,g42CLDR0146661607680855,1607680855.132602
4,7,g42CLDR,g42CLDR0146661607746038,1607746038.5233135
4,7,g42CLDR,g42CLDR0146661607739289,1607739289.3983989
4,7,g42CLDR,g42CLDR0146661607717996,1607717996.5923958
4,8,h42CLDR,h42CLDR0146661607699110,1607699110.5333645
4,8,h42CLDR,h42CLDR0146661607687293,1607687293.945504
4,8,h42CLDR,h42CLDR0146661607729589,1607729589.6783683
4,8,h42CLDR,h42CLDR0146661607744594,1607744594.897753
4,8,h42CLDR,h42CLDR0146661607731709,1607731709.3760157
4,9,i42CLDR,i42CLDR0146661607751948,1607751948.589164
4,9,i42CLDR,i42CLDR0146661607744386,1607744386.941411
4,9,i42CLDR,i42CLDR0146661607721685,1607721685.6644337
4,9,i42CLDR,i42CLDR0146661607719742,1607719742.7855115
4,9,i42CLDR,i42CLDR0146661607699738,1607699738.2667117
4,10,j42CLDR,j42CLDR0146661607694418,1607694418.3608387
4,10,j42CLDR,j42CLDR0146661607695621,1607695621.1309676
4,10,j42CLDR,j42CLDR0146661607671828,1607671828.401066
4,10,j42CLDR,j42CLDR0146661607715345,1607715345.2680066
4,10,j42CLDR,j42CLDR0146661607713094,1607713094.2119653
5,1,a42CLDR,a42CLDR0156661607678930,1607678930.2204905
5,2,b42CLDR,b42CLDR0156661607725959,1607725959.1160827
5,3,c42CLDR,c42CLDR0156661607731847,1607731847.5455246
5,4,d42CLDR,d42CLDR0156661607695771,1607695771.0255048
5,5,e42CLDR,e42CLDR0156661607749492,1607749492.2334447
5,6,f42CLDR,f42CLDR0156661607721693,1607721693.9690757
5,7,g42CLDR,g42CLDR0156661607674061,1607674061.7196336
5,8,h42CLDR,h42CLDR0156661607668167,1607668167.3449993
5,9,i42CLDR,i42CLDR0156661607724897,1607724897.9168563
5,10,j42CLDR,j42CLDR0156661607737982,1607737982.397341
1,1,a42CLDR,a42CLDR0116661607769564,1607769564.1912928
1,2,b42CLDR,b42CLDR0116661607796810,1607796810.4377353
1,3,c42CLDR,c42CLDR0116661607780189,1607780189.9537756
1,4,d42CLDR,d42CLDR0116661607781064,1607781064.2315733
1,5,e42CLDR,e42CLDR0116661607784982,1607784982.6566858
1,6,f42CLDR,f42CLDR0116661607808529,1607808529.6632118
1,7,g42CLDR,g42CLDR0116661607764796,1607764796.1542592
1,8,h42CLDR,h42CLDR0116661607765660,1607765660.1047685
1,9,i42CLDR,i42CLDR0116661607804552,1607804552.4057999
1,10,j42CLDR,j42CLDR0116661607820844,1607820844.7689524
2,1,a42CLDR,a42CLDR0126661607808306,1607808306.6922226
2,1,a42CLDR,a42CLDR0126661607819171,1607819171.244061
2,2,b42CLDR,b42CLDR0126661607837002,1607837002.8657417
2,2,b42CLDR,b42CLDR0126661607821721,1607821721.7535732
2,3,c42CLDR,c42CLDR0126661607813876,1607813876.4296768
2,3,c42CLDR,c42CLDR0126661607789534,1607789534.6292708
2,4,d42CLDR,d42CLDR0126661607783843,1607783843.941269
2,4,d42CLDR,d42CLDR0126661607803431,1607803431.0032418
2,5,e42CLDR,e42CLDR0126661607839015,1607839015.6035
2,5,e42CLDR,e42CLDR0126661607772070,1607772070.3035471
2,6,f42CLDR,f42CLDR0126661607756911,1607756911.9450161
2,6,f42CLDR,f42CLDR0126661607766635,1607766635.3104043
2,7,g42CLDR,g42CLDR0126661607778246,1607778246.0513842
2,7,g42CLDR,g42CLDR0126661607808216,1607808216.4536376
2,8,h42CLDR,h42CLDR0126661607785267,1607785267.50728
2,8,h42CLDR,h42CLDR0126661607803840,1607803840.0767918
2,9,i42CLDR,i42CLDR0126661607826129,1607826129.1288567
2,9,i42CLDR,i42CLDR0126661607835288,1607835288.6863809
2,10,j42CLDR,j42CLDR0126661607838208,1607838208.0704436
2,10,j42CLDR,j42CLDR0126661607767940,1607767940.37998
3,1,a42CLDR,a42CLDR0136661607836345,1607836345.626539
3,2,b42CLDR,b42CLDR0136661607754330,1607754330.1356397
3,3,c42CLDR,c42CLDR0136661607780211,1607780211.7546046
3,4,d42CLDR,d42CLDR0136661607812318,1607812318.1469934
3,5,e42CLDR,e42CLDR0136661607779696,1607779696.9273484
3,6,f42CLDR,f42CLDR0136661607810726,1607810726.2739158
3,7,g42CLDR,g42CLDR0136661607777459,1607777459.791162
3,8,h42CLDR,h42CLDR0136661607779194,1607779194.7860115
3,9,i42CLDR,i42CLDR0136661607772211,1607772211.150223
3,10,j42CLDR,j42CLDR0136661607836277,1607836277.2951915
4,1,a42CLDR,a42CLDR0146661607837344,1607837344.5007932
4,1,a42CLDR,a42CLDR0146661607833204,1607833204.1813867
4,1,a42CLDR,a42CLDR0146661607833793,1607833793.9066114
4,1,a42CLDR,a42CLDR0146661607816338,1607816338.4206336
4,1,a42CLDR,a42CLDR0146661607800077,1607800077.4513292
4,2,b42CLDR,b42CLDR0146661607775752,1607775752.3798928
4,2,b42CLDR,b42CLDR0146661607792716,1607792716.8445208
4,2,b42CLDR,b42CLDR0146661607788290,1607788290.1283257
4,2,b42CLDR,b42CLDR0146661607829171,1607829171.2296424
4,2,b42CLDR,b42CLDR0146661607774828,1607774828.9450455
4,3,c42CLDR,c42CLDR0146661607781035,1607781035.3453634
4,3,c42CLDR,c42CLDR0146661607806483,1607806483.9178803
4,3,c42CLDR,c42CLDR0146661607781060,1607781060.3957677
4,3,c42CLDR,c42CLDR0146661607822876,1607822876.290544
4,3,c42CLDR,c42CLDR0146661607793040,1607793040.15015
4,4,d42CLDR,d42CLDR0146661607817630,1607817630.720111
4,4,d42CLDR,d42CLDR0146661607788727,1607788727.4933963
4,4,d42CLDR,d42CLDR0146661607823191,1607823191.9903853
4,4,d42CLDR,d42CLDR0146661607780798,1607780798.0811903
4,4,d42CLDR,d42CLDR0146661607810095,1607810095.780784
4,5,e42CLDR,e42CLDR0146661607777361,1607777361.0417209
4,5,e42CLDR,e42CLDR0146661607795518,1607795518.151575
4,5,e42CLDR,e42CLDR0146661607787960,1607787960.808778
4,5,e42CLDR,e42CLDR0146661607824979,1607824979.830006
4,5,e42CLDR,e42CLDR0146661607830069,1607830069.676066
4,6,f42CLDR,f42CLDR0146661607806847,1607806847.5153227
4,6,f42CLDR,f42CLDR0146661607784494,1607784494.1088164
4,6,f42CLDR,f42CLDR0146661607778247,1607778247.792564
4,6,f42CLDR,f42CLDR0146661607822383,1607822383.6611679
4,6,f42CLDR,f42CLDR0146661607760933,1607760933.049024
4,7,g42CLDR,g42CLDR0146661607761703,1607761703.6742377
4,7,g42CLDR,g42CLDR0146661607815698,1607815698.9477828
4,7,g42CLDR,g42CLDR0146661607799650,1607799650.957074
4,7,g42CLDR,g42CLDR0146661607766976,1607766976.2082858
4,7,g42CLDR,g42CLDR0146661607831731,1607831731.797323
4,8,h42CLDR,h42CLDR0146661607837000,1607837000.8564284
4,8,h42CLDR,h42CLDR0146661607824640,1607824640.5815275
4,8,h42CLDR,h42CLDR0146661607809003,1607809003.0173473
4,8,h42CLDR,h42CLDR0146661607791833,1607791833.561196
4,8,h42CLDR,h42CLDR0146661607823885,1607823885.0880697
4,9,i42CLDR,i42CLDR0146661607798428,1607798428.7540576
4,9,i42CLDR,i42CLDR0146661607825984,1607825984.1781468
4,9,i42CLDR,i42CLDR0146661607813591,1607813591.8733723
4,9,i42CLDR,i42CLDR0146661607806198,1607806198.910943
4,9,i42CLDR,i42CLDR0146661607815622,1607815622.667449
4,10,j42CLDR,j42CLDR0146661607824303,1607824303.3511822
4,10,j42CLDR,j42CLDR0146661607803316,1607803316.0350056
4,10,j42CLDR,j42CLDR0146661607810219,1607810219.2907853
4,10,j42CLDR,j42CLDR0146661607804158,1607804158.6818292
4,10,j42CLDR,j42CLDR0146661607822304,1607822304.0247624
5,1,a42CLDR,a42CLDR0156661607832285,1607832285.9832737
5,2,b42CLDR,b42CLDR0156661607833638,1607833638.8054643
5,3,c42CLDR,c42CLDR0156661607757946,1607757946.1900508
5,4,d42CLDR,d42CLDR0156661607764732,1607764732.6537352
5,5,e42CLDR,e42CLDR0156661607770878,1607770878.8331454
5,6,f42CLDR,f42CLDR0156661607777472,1607777472.1716342
5,7,g42CLDR,g42CLDR0156661607776082,1607776082.9142165
5,8,h42CLDR,h42CLDR0156661607804697,1607804697.012146
5,9,i42CLDR,i42CLDR0156661607807906,1607807906.7265391
5,10,j42CLDR,j42CLDR0156661607766426,1607766426.1505325
1,1,a42CLDR,a42CLDR0116661607905278,1607905278.8444316
1,2,b42CLDR,b42CLDR0116661607849437,1607849437.8078816
1,3,c42CLDR,c42CLDR0116661607913789,1607913789.8095734
1,4,d42CLDR,d42CLDR0116661607851574,1607851574.8882031
1,5,e42CLDR,e42CLDR0116661607878820,1607878820.1793883
1,6,f42CLDR,f42CLDR0116661607903822,1607903822.2538836
1,7,g42CLDR,g42CLDR0116661607855706,1607855706.3970628
1,8,h42CLDR,h42CLDR0116661607915039,1607915039.4630177
1,9,i42CLDR,i42CLDR0116661607880967,1607880967.2856774
1,10,j42CLDR,j42CLDR0116661607854632,1607854632.8537602
2,1,a42CLDR,a42CLDR0126661607900326,1607900326.524064
2,1,a42CLDR,a42CLDR0126661607887115,1607887115.2270463
2,2,b42CLDR,b42CLDR0126661607925213,1607925213.5853486
2,2,b42CLDR,b42CLDR0126661607904416,1607904416.0220275
2,3,c42CLDR,c42CLDR0126661607895433,1607895433.0712237
2,3,c42CLDR,c42CLDR0126661607922608,1607922608.1301568
2,4,d42CLDR,d42CLDR0126661607913226,1607913226.1066785
2,4,d42CLDR,d42CLDR0126661607913324,1607913324.9362688
2,5,e42CLDR,e42CLDR0126661607892887,1607892887.0013022
2,5,e42CLDR,e42CLDR0126661607851574,1607851574.4481835
2,6,f42CLDR,f42CLDR0126661607853789,1607853789.5213044
2,6,f42CLDR,f42CLDR0126661607919262,1607919262.6598055
2,7,g42CLDR,g42CLDR0126661607904220,1607904220.747866
2,7,g42CLDR,g42CLDR0126661607922249,1607922249.4715192
2,8,h42CLDR,h42CLDR0126661607846277,1607846277.4847155
2,8,h42CLDR,h42CLDR0126661607839767,1607839767.64907
2,9,i42CLDR,i42CLDR0126661607911944,1607911944.8411577
2,9,i42CLDR,i42CLDR0126661607900402,1607900402.1761007
2,10,j42CLDR,j42CLDR0126661607850970,1607850970.4588015
2,10,j42CLDR,j42CLDR0126661607858177,1607858177.4737809
3,1,a42CLDR,a42CLDR0136661607900080,1607900080.6128368
3,2,b42CLDR,b42CLDR0136661607850190,1607850190.5070724
3,3,c42CLDR,c42CLDR0136661607855568,1607855568.0085433
3,4,d42CLDR,d42CLDR0136661607866058,1607866058.650402
3,5,e42CLDR,e42CLDR0136661607847041,1607847041.4266973
3,6,f42CLDR,f42CLDR0136661607912845,1607912845.5933993
3,7,g42CLDR,g42CLDR0136661607911397,1607911397.4858015
3,8,h42CLDR,h42CLDR0136661607840642,1607840642.8031943
3,9,i42CLDR,i42CLDR0136661607879986,1607879986.344839
3,10,j42CLDR,j42CLDR0136661607853627,1607853627.817373
4,1,a42CLDR,a42CLDR0146661607853437,1607853437.7135859
4,1,a42CLDR,a42CLDR0146661607903037,1607903037.262364
4,1,a42CLDR,a42CLDR0146661607844926,1607844926.0401099
4,1,a42CLDR,a42CLDR0146661607913635,1607913635.2216814
4,1,a42CLDR,a42CLDR0146661607900710,1607900710.2478223
4,2,b42CLDR,b42CLDR0146661607870675,1607870675.0307055
4,2,b42CLDR,b42CLDR0146661607919152,1607919152.047874
4,2,b42CLDR,b42CLDR0146661607857077,1607857077.0844977
4,2,b42CLDR,b42CLDR0146661607882425,1607882425.6042771
4,2,b42CLDR,b42CLDR0146661607856039,1607856039.3636134
4,3,c42CLDR,c42CLDR0146661607840477,1607840477.654803
4,3,c42CLDR,c42CLDR0146661607844557,1607844557.9184747
4,3,c42CLDR,c42CLDR0146661607914851,1607914851.6916292
4,3,c42CLDR,c42CLDR0146661607872701,1607872701.353068
4,3,c42CLDR,c42CLDR0146661607880280,1607880280.8655612
4,4,d42CLDR,d42CLDR0146661607868822,1607868822.1157076
4,4,d42CLDR,d42CLDR0146661607840214,1607840214.683684
4,4,d42CLDR,d42CLDR0146661607842012,1607842012.2285182
4,4,d42CLDR,d42CLDR0146661607851232,1607851232.1659899
4,4,d42CLDR,d42CLDR0146661607853875,1607853875.3471262
4,5,e42CLDR,e42CLDR0146661607897615,1607897615.5941062
4,5,e42CLDR,e42CLDR0146661607844485,1607844485.7876358
4,5,e42CLDR,e42CLDR0146661607853825,1607853825.7851975
4,5,e42CLDR,e42CLDR0146661607914363,1607914363.6198559
4,5,e42CLDR,e42CLDR0146661607885443,1607885443.2899091
4,6,f42CLDR,f42CLDR0146661607867443,1607867443.1152222
4,6,f42CLDR,f42CLDR0146661607857213,1607857213.0857959
4,6,f42CLDR,f42CLDR0146661607893476,1607893476.7539406
4,6,f42CLDR,f42CLDR0146661607852945,1607852945.4119117
4,6,f42CLDR,f42CLDR0146661607845031,1607845031.8950388
4,7,g42CLDR,g42CLDR0146661607841131,1607841131.26279
4,7,g42CLDR,g42CLDR0146661607908814,1607908814.6768644
4,7,g42CLDR,g42CLDR0146661607845189,1607845189.724811
4,7,g42CLDR,g42CLDR0146661607848011,1607848011.7817094
4,7,g42CLDR,g42CLDR0146661607896924,1607896924.1023495
4,8,h42CLDR,h42CLDR0146661607840904,1607840904.1276233
4,8,h42CLDR,h42CLDR0146661607925520,1607925520.5213203
4,8,h42CLDR,h42CLDR0146661607856993,1607856993.6291127
4,8,h42CLDR,h42CLDR0146661607856173,1607856173.592101
4,8,h42CLDR,h42CLDR0146661607920220,1607920220.125766
4,9,i42CLDR,i42CLDR0146661607864694,1607864694.52819
4,9,i42CLDR,i42CLDR0146661607844549,1607844549.9285083
4,9,i42CLDR,i42CLDR0146661607872884,1607872884.4275162
4,9,i42CLDR,i42CLDR0146661607897449,1607897449.808225
4,9,i42CLDR,i42CLDR0146661607905731,1607905731.2185128
4,10,j42CLDR,j42CLDR0146661607844636,1607844636.800176
4,10,j42CLDR,j42CLDR0146661607869823,1607869823.1655467
4,10,j42CLDR,j42CLDR0146661607871089,1607871089.1424224
4,10,j42CLDR,j42CLDR0146661607881492,1607881492.4413178
4,10,j42CLDR,j42CLDR0146661607889531,1607889531.7826111
5,1,a42CLDR,a42CLDR0156661607885405,1607885405.86701
5,2,b42CLDR,b42CLDR0156661607842342,1607842342.7396963
5,3,c42CLDR,c42CLDR0156661607855021,1607855021.673972
5,4,d42CLDR,d42CLDR0156661607853455,1607853455.449654
5,5,e42CLDR,e42CLDR0156661607917311,1607917311.2179534
5,6,f42CLDR,f42CLDR0156661607908883,1607908883.6241403
5,7,g42CLDR,g42CLDR0156661607876066,1607876066.9992843
5,8,h42CLDR,h42CLDR0156661607861255,1607861255.80907
5,9,i42CLDR,i42CLDR0156661607907282,1607907282.7955697
5,10,j42CLDR,j42CLDR0156661607882821,1607882821.0978107
1,1,a42CLDR,a42CLDR0116661607927812,1607927812.481643
1,2,b42CLDR,b42CLDR0116661607944497,1607944497.685152
1,3,c42CLDR,c42CLDR0116661607998609,1607998609.8619096
1,4,d42CLDR,d42CLDR0116661607981736,1607981736.3659303
1,5,e42CLDR,e42CLDR0116661607974509,1607974509.1628988
1,6,f42CLDR,f42CLDR0116661607998857,1607998857.1786506
1,7,g42CLDR,g42CLDR0116661607981595,1607981595.4714603
1,8,h42CLDR,h42CLDR0116661607981870,1607981870.2845309
1,9,i42CLDR,i42CLDR0116661607971569,1607971569.9580853
1,10,j42CLDR,j42CLDR0116661607970456,1607970456.4971848
2,1,a42CLDR,a42CLDR0126661607972647,1607972647.9740183
2,1,a42CLDR,a42CLDR0126661607988891,1607988891.124268
2,2,b42CLDR,b42CLDR0126661607925842,1607925842.0621395
2,2,b42CLDR,b42CLDR0126661607992513,1607992513.2296238
2,3,c42CLDR,c42CLDR0126661607982735,1607982735.0735762
2,3,c42CLDR,c42CLDR0126661607966396,1607966396.983181
2,4,d42CLDR,d42CLDR0126661607933353,1607933353.1625347
2,4,d42CLDR,d42CLDR0126661607987738,1607987738.1357732
2,5,e42CLDR,e42CLDR0126661607957553,1607957553.604456
2,5,e42CLDR,e42CLDR0126661607986687,1607986687.076948
2,6,f42CLDR,f42CLDR0126661607988042,1607988042.3811128
2,6,f42CLDR,f42CLDR0126661607928103,1607928103.8937669
2,7,g42CLDR,g42CLDR0126661607986771,1607986771.9742007
2,7,g42CLDR,g42CLDR0126661607978743,1607978743.1431363
